"TableInfos"
"ID";"Title";"ShortTitle";"Identifier";"Summary";"Modified";"ReasonDelivery";"ExplanatoryText";"Language";"Catalog";"Frequency";"Period";"ShortDescription";"Description";"DefaultPresentation";"DefaultSelection";"GraphTypes";"OutputStatus";"Source";"MetaDataModified";"SearchPriority"
"0";"(On)veiligheidsbeleving; regio ";"(On)veiligheidsbeleving; regio";"81877NED";"Onveiligheidsgevoelens, kans op slachtofferschap, respectloos gedrag 
in buurt en woonplaats";"2018-03-01T15:30:00";"Actualisering";"";"nl";"CBS";"Perjaar";"2012-2017";"
De Veiligheidsmonitor (VM) is een tweejaarlijks terugkerend bevolkingsonderzoek naar veiligheid, leefbaarheid en slachtofferschap. Ook wordt er aandacht besteed aan overlast in de buurt, respectloos gedrag, preventiemaatregelen, het functioneren van de politie en het gemeentelijke veiligheidsbeleid. Hierdoor wordt op eenduidige wijze cijfers verkregen over de (beleving van) veiligheid op zowel landelijk, regionaal als (beneden)lokaal niveau.

In deze tabel staat de beleving van de (on)veiligheid door de burger centraal. Het gaat dan om de veiligheidsbeleving in de eigen buurt, in de eigen woonplaats, en in het algemeen. Ook het thema respectloos gedrag komt aan de orde. De gegevens worden weergegeven voor Nederland in totaliteit, de landsdelen en provincies, en daarnaast ook voor de regionale politie eenheden, politie districten, politie basisteams en voor alle gemeenten met meer dan 70 000 inwoners. Van deze gemeenten met meer dan 70 000 inwoners zijn ook de cijfers van de stedennetwerken G4 en G32 en de overige gemeenten die niet tot deze stedennetwerken behoren opgenomen. 

De Veiligheidsmonitor is een enquêteonderzoek gebaseerd op een steekproef. Dit betekent dat de weergegeven cijfers schattingen zijn, waarvoor betrouwbaarheidsmarges gelden. Deze marges zijn ook in de tabel opgenomen. De cijfers hebben betrekking op personen van 15 jaar of ouder, tenzij anders vermeld. De enquête is uitgevoerd in de periode augustus-november.

Door wijzigingen in de vraagstellingen en in de onderzoeksopzet zijn de uitkomsten van de Veiligheidsmonitor (VM) niet zonder meer te vergelijken met die van eerdere slachtofferenquêtes, zoals de Integrale Veiligheidsmonitor (IVM; 2008-2011) en de Veiligheidsmonitor Rijk (VMR; 2005-2008). Voor meer informatie zie de onder 4. Bronnen en Methoden opgenomen onderzoeksbeschrijving Veiligheidsmonitor vanaf 2012. 

Status van de cijfers:
De cijfers in deze tabel zijn definitief.

Wijzigingen per 1 maart 2018
De cijfers voor het verslagjaar 2017 zijn toegevoegd.

Wanneer komen er nieuwe cijfers?
Nieuwe gegevens verschijnen tweejaarlijks omstreeks maart.
";"INHOUDSOPGAVE

1. Toelichting
2. Definities en verklaring van symbolen
3. Koppelingen naar relevante tabellen en artikelen
4. Bronnen en methoden
5. Meer informatie

1. TOELICHTING

De Veiligheidsmonitor (VM) is een tweejaarlijks terugkerend bevolkingsonderzoek naar veiligheid, leefbaarheid en slachtofferschap. Ook wordt er aandacht besteed aan overlast in de buurt, respectloos gedrag, preventiemaatregelen, het functioneren van de politie en het gemeentelijke veiligheidsbeleid. Hierdoor wordt op eenduidige wijze cijfers verkregen over de (beleving van) veiligheid op zowel landelijk, regionaal als (beneden)lokaal niveau.

In deze tabel staat de beleving van de (on)veiligheid door de burger centraal. Het gaat dan om de veiligheidsbeleving in de eigen buurt, in de eigen woonplaats, en in het algemeen. Ook het thema respectloos gedrag komt aan de orde. De gegevens worden weergegeven voor Nederland in totaliteit, de landsdelen en provincies, en daarnaast ook voor de regionale politie eenheden, politie districten, politie basisteams en voor alle gemeenten met meer dan 70 000 inwoners. Van deze gemeenten met meer dan 70 000 inwoners zijn ook de cijfers van de stedennetwerken G4 en G32 en de overige gemeenten die niet tot deze stedennetwerken behoren opgenomen. 

De Veiligheidsmonitor is een enquêteonderzoek gebaseerd op een steekproef. Dit betekent dat de weergegeven cijfers schattingen zijn, waarvoor betrouwbaarheidsmarges gelden. Deze marges zijn ook in de tabel opgenomen. De cijfers hebben betrekking op personen van 15 jaar of ouder, tenzij anders vermeld. De enquête is uitgevoerd in de periode augustus-november.

Door wijzigingen in de vraagstellingen en in de onderzoeksopzet zijn de uitkomsten van de Veiligheidsmonitor (VM) niet zonder meer te vergelijken met die van eerdere slachtofferenquêtes, zoals de Integrale Veiligheidsmonitor (IVM; 2008-2011) en de Veiligheidsmonitor Rijk (VMR; 2005-2008). Voor meer informatie zie de onder 4. Bronnen en Methoden opgenomen onderzoeksbeschrijving Veiligheidsmonitor vanaf 2012. 

Status van de cijfers:
De cijfers in deze tabel zijn definitief.

Wijzigingen per 1 maart 2018
De cijfers voor het verslagjaar 2017 zijn toegevoegd.

Wanneer komen er nieuwe cijfers?
Nieuwe gegevens verschijnen tweejaarlijks omstreeks maart.

2. DEFINITIES EN VERKLARING VAN SYMBOLEN

Definities:
"PD023  ";"Noord en Oost Gelderland (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD024  ";"Gelderland Midden (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD025  ";"Gelderland Zuid (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD031  ";"Gooi en Vechtstreek (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD032  ";"Flevoland (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD033  ";"Oost Utrecht (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD034  ";"Utrecht Stad (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD035  ";"West Utrecht (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD041  ";"Noord Holland Noord (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD042  ";"Zaanstreek Waterland (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD043  ";"Kennemerland (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD051  ";"Amsterdam Noord (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD052  ";"Amsterdam Oost (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD053  ";"Amsterdam Zuid (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD054  ";"Amsterdam West (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD061  ";"Den Haag Centrum (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD062  ";"Den Haag West (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD063  ";"Den Haag Zuid (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD064  ";"Zoetermeer - Leidschendam/Voorburg (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD065  ";"Westland - Delft (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD066  ";"Leiden - Bollenstreek (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD067  ";"Alphen aan den Rijn - Gouda (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD071  ";"Rijnmond Noord (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD072  ";"Rotterdam Stad (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD073  ";"Rijnmond Oost (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD074  ";"Rotterdam Zuid (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD075  ";"Rijnmond Zuid-West (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD076  ";"Zuid-Holland-Zuid (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD081  ";"Zeeland (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD082  ";"De Markiezaten (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD083  ";"De Baronie (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD084  ";"Hart van Brabant (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD091  ";"’s-Hertogenbosch (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD092  ";"Eindhoven (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD093  ";"Helmond (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD101  ";"Noord en Midden Limburg (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD102  ";"Parkstad-Limburg (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD103  ";"Zuid-West-Limburg (PD)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"BT0168 ";"Noordwest-Fryslân (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Harlingen (BT0001)"
"BT0169 ";"Noordoost-Fryslân (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Dokkum (BT0002)
"
"BT0170 ";"Oost-Fryslân (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Drachten (BT0003)"
"BT0171 ";"Zuidoost-Fryslân (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Heerenveen (BT0004)
"
"BT0005 ";"Sneek (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0006 ";"Leeuwarden (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0172 ";"Ommelanden-West (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Zuidhorn (BT0007)"
"BT0173 ";"Ommelanden-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Delfzijl (BT0008)"
"BT0174 ";"Ommelanden-Oost (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.


Naamswijziging per 01-01-2015, 
oude naam: Winschoten / Stadskanaal (BT0009)"
"BT0175 ";"Ommelanden-Midden (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Hoogezand (BT0010)
"
"BT0176 ";"Groningen-Zuid (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Stad Groningen-Zuid / Haren (BT0011)"
"BT0177 ";"Groningen-Centrum (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Stad Groningen-Centrum (BT0012)"
"BT0178 ";"Groningen-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Stad Groningen-Noord (BT0013)
"
"BT0179 ";"Noord-Drenthe (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Stad Groningen-Noord (BT0013)
"
"BT0180 ";"Zuidoost-Drenthe (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Emmen (BT0015)
"
"BT0181 ";"Zuidwest-Drenthe (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Meppel / Hoogeveen (BT0016)"
"BT0017 ";"IJsselland-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0018 ";"Zwolle (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0019 ";"Vechtdal (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0020 ";"IJsselland-Zuid (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0021 ";"Twente-West (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0022 ";"Twente-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0023 ";"Twente-Midden (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0182 ";"Noordoost-Twente (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Twente-Oost (BT0024)
"
"BT0025 ";"Enschede (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0026 ";"Achterhoek-Oost (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0027 ";"Achterhoek-West (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0028 ";"IJsselstreek (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0029 ";"Apeldoorn (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0030 ";"Veluwe-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0031 ";"Veluwe-West (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0032 ";"Veluwe Vallei-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0033 ";"Ede (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0034 ";"Veluwe Vallei-Zuid (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0035 ";"Arnhem-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0036 ";"Arnhem-Zuid (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0037 ";"Rivierenland-West (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0038 ";"IJsselwaarden (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0039 ";"Rivierenland-Oost (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0040 ";"Nijmegen-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0041 ";"Nijmegen-Zuid (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0042 ";"Tweestromenland (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0043 ";"De Waarden (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0183 ";"GV-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Twente-Oost (BT0024)
"
"BT0184 ";"GV-Zuid (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Hilversum / Wijdemeren (BT0045)"
"BT0046 ";"Dronten / Noordoostpolder / Urk (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0047 ";"Lelystad / Zeewolde (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0048 ";"Almere-Buiten-Hout (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0185 ";"Almere-Stad-Haven (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Almere-Centrum-Haven (BT0049)"
"BT0186 ";"Almere-West-Poort (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Almere-West (BT0050)"
"BT0051 ";"Amersfoort (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0187 ";"De Bilt Eemdal Soest (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Bunschoten / Eemnes / De Bilt / Baarn / Soest (BT005"
"BT0053 ";"Zeist/Bunnik/Leusden/Woudenberg (BT)";"BT = Basisteam

Zeist / Bunnik / Leusden / Woudenberg (BT)

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0188 ";"Heuvelrug (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Veenendaal / Renswoude / Rhenen / Utrechtse Heuvelrug / Wijk bij Duurstede (BT0054)"
"BT0055 ";"Utrecht-West (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0056 ";"Utrecht-Noord (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0057 ";"Utrecht-Centrum (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0058 ";"Utrecht-Zuid (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0059 ";"De Ronde Venen / Stichtse Vecht (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0189 ";"De Copen (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Woerden / Lopik / Oudewater / Montfoort / IJsselstein (BT0060)"
"BT0190 ";"Lekpoort (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams.

Naamswijziging per 01-01-2015, 
oude naam: Nieuwegein / Vianen / Houten (BT0061)
"
"BT0062 ";"Den Helder (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0063 ";"Alkmaar (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0064 ";"Hoorn (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0065 ";"Heerhugowaard (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0066 ";"Zaanstad (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0067 ";"Purmerend (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0068 ";"IJmond (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0069 ";"Haarlem (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0070 ";"Kennemer Kust (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0071 ";"Haarlemmermeer (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0072 ";"Centrum-Burgwallen (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
"BT0073 ";"Centrum-Amstel (BT)";"BT = Basisteam

De indeling in robuuste basisteams is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 167 robuuste basisteams."
